"","common_name","sci_name","year","route_num","mbbs_county","count","Percent_change_from_previous_year"
"9399","Northern Parula","Setophaga americana",2023,4,"chatham",1,0
"9400","Northern Parula","Setophaga americana",2023,6,"chatham",1,0
"9401","Northern Parula","Setophaga americana",2023,7,"chatham",1,0
"9402","Northern Parula","Setophaga americana",2023,8,"chatham",2,100
"9403","Northern Parula","Setophaga americana",2023,9,"chatham",3,50
"9404","Northern Parula","Setophaga americana",2023,10,"chatham",2,-33.3333333333333
"9405","Northern Parula","Setophaga americana",2023,11,"chatham",3,50
"9406","Northern Parula","Setophaga americana",2023,13,"chatham",1,-66.6666666666667
"9407","Northern Parula","Setophaga americana",2023,14,"chatham",1,0
"9408","Northern Rough-winged Swallow","Stelgidopteryx serripennis",2000,2,"chatham",1,NA
"9409","Northern Rough-winged Swallow","Stelgidopteryx serripennis",2000,5,"chatham",1,NA
"9410","Northern Rough-winged Swallow","Stelgidopteryx serripennis",2000,10,"chatham",20,NA
"9411","Northern Rough-winged Swallow","Stelgidopteryx serripennis",2001,1,"chatham",1,-95
"9412","Northern Rough-winged Swallow","Stelgidopteryx serripennis",2001,6,"chatham",4,300
"9413","Northern Rough-winged Swallow","Stelgidopteryx serripennis",2002,3,"chatham",1,-75
"9414","Northern Rough-winged Swallow","Stelgidopteryx serripennis",2004,2,"chatham",1,0
"9415","Northern Rough-winged Swallow","Stelgidopteryx serripennis",2004,5,"chatham",1,0
"9416","Northern Rough-winged Swallow","Stelgidopteryx serripennis",2005,6,"chatham",4,300
"9417","Northern Rough-winged Swallow","Stelgidopteryx serripennis",2005,7,"chatham",1,-75
"9418","Northern Rough-winged Swallow","Stelgidopteryx serripennis",2005,8,"chatham",1,0
"9419","Northern Rough-winged Swallow","Stelgidopteryx serripennis",2006,6,"chatham",1,0
"9420","Northern Rough-winged Swallow","Stelgidopteryx serripennis",2007,1,"chatham",1,0
"9421","Northern Rough-winged Swallow","Stelgidopteryx serripennis",2007,12,"chatham",1,0
"9422","Northern Rough-winged Swallow","Stelgidopteryx serripennis",2008,1,"chatham",2,100
"9423","Northern Rough-winged Swallow","Stelgidopteryx serripennis",2008,4,"chatham",1,-50
"9424","Northern Rough-winged Swallow","Stelgidopteryx serripennis",2008,6,"chatham",1,0
"9425","Northern Rough-winged Swallow","Stelgidopteryx serripennis",2008,12,"chatham",1,0
"9426","Northern Rough-winged Swallow","Stelgidopteryx serripennis",2009,2,"chatham",2,100
"9427","Northern Rough-winged Swallow","Stelgidopteryx serripennis",2009,3,"chatham",1,-50
"9428","Northern Rough-winged Swallow","Stelgidopteryx serripennis",2009,4,"chatham",2,100
"9429","Northern Rough-winged Swallow","Stelgidopteryx serripennis",2009,5,"chatham",1,-50
"9430","Northern Rough-winged Swallow","Stelgidopteryx serripennis",2010,1,"chatham",6,500
"9431","Northern Rough-winged Swallow","Stelgidopteryx serripennis",2010,2,"chatham",0,-100
"9432","Northern Rough-winged Swallow","Stelgidopteryx serripennis",2010,4,"chatham",0,NA
"9433","Northern Rough-winged Swallow","Stelgidopteryx serripennis",2010,5,"chatham",0,NA
"9434","Northern Rough-winged Swallow","Stelgidopteryx serripennis",2010,6,"chatham",0,NA
"9435","Northern Rough-winged Swallow","Stelgidopteryx serripennis",2010,7,"chatham",3,Inf
"9436","Northern Rough-winged Swallow","Stelgidopteryx serripennis",2010,8,"chatham",1,-66.6666666666667
"9437","Northern Rough-winged Swallow","Stelgidopteryx serripennis",2010,13,"chatham",0,-100
"9438","Northern Rough-winged Swallow","Stelgidopteryx serripennis",2011,3,"chatham",8,Inf
"9439","Northern Rough-winged Swallow","Stelgidopteryx serripennis",2011,8,"chatham",2,-75
"9440","Northern Rough-winged Swallow","Stelgidopteryx serripennis",2012,3,"chatham",2,0
"9441","Northern Rough-winged Swallow","Stelgidopteryx serripennis",2012,11,"chatham",1,-50
"9442","Northern Rough-winged Swallow","Stelgidopteryx serripennis",2013,5,"chatham",2,100
"9443","Northern Rough-winged Swallow","Stelgidopteryx serripennis",2013,13,"chatham",2,0
"9444","Northern Rough-winged Swallow","Stelgidopteryx serripennis",2014,3,"chatham",4,100
"9445","Northern Rough-winged Swallow","Stelgidopteryx serripennis",2014,7,"chatham",2,-50
"9446","Northern Rough-winged Swallow","Stelgidopteryx serripennis",2015,13,"chatham",4,100
"9447","Northern Rough-winged Swallow","Stelgidopteryx serripennis",2016,2,"chatham",2,-50
"9448","Northern Rough-winged Swallow","Stelgidopteryx serripennis",2016,4,"chatham",0,-100
"9449","Northern Rough-winged Swallow","Stelgidopteryx serripennis",2016,5,"chatham",2,Inf
"9450","Northern Rough-winged Swallow","Stelgidopteryx serripennis",2017,2,"chatham",3,50
"9451","Northern Rough-winged Swallow","Stelgidopteryx serripennis",2017,7,"chatham",1,-66.6666666666667
"9452","Northern Rough-winged Swallow","Stelgidopteryx serripennis",2017,13,"chatham",3,200
"9453","Northern Rough-winged Swallow","Stelgidopteryx serripennis",2018,2,"chatham",2,-33.3333333333333
"9454","Northern Rough-winged Swallow","Stelgidopteryx serripennis",2018,4,"chatham",1,-50
"9455","Northern Rough-winged Swallow","Stelgidopteryx serripennis",2018,13,"chatham",2,100
"9456","Northern Rough-winged Swallow","Stelgidopteryx serripennis",2019,8,"chatham",3,50
"9457","Northern Rough-winged Swallow","Stelgidopteryx serripennis",2019,13,"chatham",2,-33.3333333333333
"9458","Northern Rough-winged Swallow","Stelgidopteryx serripennis",2020,12,"chatham",8,300
"9459","Northern Rough-winged Swallow","Stelgidopteryx serripennis",2022,11,"chatham",1,-87.5
"9460","Northern Rough-winged Swallow","Stelgidopteryx serripennis",2023,2,"chatham",1,0
"9461","Northern Rough-winged Swallow","Stelgidopteryx serripennis",2023,10,"chatham",2,100
"9462","Northern Rough-winged Swallow","Stelgidopteryx serripennis",2023,12,"chatham",2,0
"9463","Northern Rough-winged Swallow","Stelgidopteryx serripennis",2023,13,"chatham",2,0
"9464","Ovenbird","Seiurus aurocapilla",2000,1,"chatham",5,NA
"9465","Ovenbird","Seiurus aurocapilla",2000,2,"chatham",5,NA
"9466","Ovenbird","Seiurus aurocapilla",2000,3,"chatham",2,NA
"9467","Ovenbird","Seiurus aurocapilla",2000,4,"chatham",4,NA
"9468","Ovenbird","Seiurus aurocapilla",2000,5,"chatham",3,NA
"9469","Ovenbird","Seiurus aurocapilla",2000,7,"chatham",2,NA
"9470","Ovenbird","Seiurus aurocapilla",2000,8,"chatham",6,NA
"9471","Ovenbird","Seiurus aurocapilla",2000,9,"chatham",4,NA
"9472","Ovenbird","Seiurus aurocapilla",2000,11,"chatham",6,NA
"9473","Ovenbird","Seiurus aurocapilla",2000,14,"chatham",1,NA
"9474","Ovenbird","Seiurus aurocapilla",2001,1,"chatham",9,800
"9475","Ovenbird","Seiurus aurocapilla",2001,2,"chatham",5,-44.4444444444444
"9476","Ovenbird","Seiurus aurocapilla",2001,3,"chatham",3,-40
"9477","Ovenbird","Seiurus aurocapilla",2001,4,"chatham",4,33.3333333333333
"9478","Ovenbird","Seiurus aurocapilla",2001,5,"chatham",1,-75
"9479","Ovenbird","Seiurus aurocapilla",2001,6,"chatham",3,200
"9480","Ovenbird","Seiurus aurocapilla",2001,7,"chatham",3,0
"9481","Ovenbird","Seiurus aurocapilla",2001,8,"chatham",12,300
"9482","Ovenbird","Seiurus aurocapilla",2001,9,"chatham",9,-25
"9483","Ovenbird","Seiurus aurocapilla",2001,10,"chatham",1,-88.8888888888889
"9484","Ovenbird","Seiurus aurocapilla",2001,11,"chatham",4,300
"9485","Ovenbird","Seiurus aurocapilla",2001,12,"chatham",3,-25
"9486","Ovenbird","Seiurus aurocapilla",2001,14,"chatham",5,66.6666666666667
"9487","Ovenbird","Seiurus aurocapilla",2002,1,"chatham",10,100
"9488","Ovenbird","Seiurus aurocapilla",2002,2,"chatham",3,-70
"9489","Ovenbird","Seiurus aurocapilla",2002,3,"chatham",3,0
"9490","Ovenbird","Seiurus aurocapilla",2002,4,"chatham",6,100
"9491","Ovenbird","Seiurus aurocapilla",2002,5,"chatham",6,0
"9492","Ovenbird","Seiurus aurocapilla",2002,7,"chatham",10,66.6666666666667
"9493","Ovenbird","Seiurus aurocapilla",2002,8,"chatham",8,-20
"9494","Ovenbird","Seiurus aurocapilla",2002,9,"chatham",6,-25
"9495","Ovenbird","Seiurus aurocapilla",2002,10,"chatham",4,-33.3333333333333
"9496","Ovenbird","Seiurus aurocapilla",2002,11,"chatham",1,-75
"9497","Ovenbird","Seiurus aurocapilla",2002,12,"chatham",3,200
"9498","Ovenbird","Seiurus aurocapilla",2002,14,"chatham",1,-66.6666666666667
"9499","Ovenbird","Seiurus aurocapilla",2003,1,"chatham",10,900
"9500","Ovenbird","Seiurus aurocapilla",2003,2,"chatham",3,-70
"9501","Ovenbird","Seiurus aurocapilla",2003,3,"chatham",5,66.6666666666667
"9502","Ovenbird","Seiurus aurocapilla",2003,4,"chatham",5,0
"9503","Ovenbird","Seiurus aurocapilla",2003,5,"chatham",2,-60
"9504","Ovenbird","Seiurus aurocapilla",2003,7,"chatham",1,-50
"9505","Ovenbird","Seiurus aurocapilla",2003,8,"chatham",10,900
"9506","Ovenbird","Seiurus aurocapilla",2003,9,"chatham",2,-80
"9507","Ovenbird","Seiurus aurocapilla",2003,10,"chatham",1,-50
"9508","Ovenbird","Seiurus aurocapilla",2003,11,"chatham",1,0
"9509","Ovenbird","Seiurus aurocapilla",2003,12,"chatham",3,200
"9510","Ovenbird","Seiurus aurocapilla",2004,1,"chatham",4,33.3333333333333
"9511","Ovenbird","Seiurus aurocapilla",2004,2,"chatham",2,-50
"9512","Ovenbird","Seiurus aurocapilla",2004,3,"chatham",3,50
"9513","Ovenbird","Seiurus aurocapilla",2004,4,"chatham",1,-66.6666666666667
"9514","Ovenbird","Seiurus aurocapilla",2004,7,"chatham",6,500
"9515","Ovenbird","Seiurus aurocapilla",2004,8,"chatham",7,16.6666666666667
"9516","Ovenbird","Seiurus aurocapilla",2004,10,"chatham",2,-71.4285714285714
"9517","Ovenbird","Seiurus aurocapilla",2004,12,"chatham",2,0
"9518","Ovenbird","Seiurus aurocapilla",2004,14,"chatham",1,-50
"9519","Ovenbird","Seiurus aurocapilla",2005,2,"chatham",1,0
"9520","Ovenbird","Seiurus aurocapilla",2005,3,"chatham",2,100
"9521","Ovenbird","Seiurus aurocapilla",2005,4,"chatham",5,150
"9522","Ovenbird","Seiurus aurocapilla",2005,5,"chatham",1,-80
"9523","Ovenbird","Seiurus aurocapilla",2005,6,"chatham",2,100
"9524","Ovenbird","Seiurus aurocapilla",2005,7,"chatham",1,-50
"9525","Ovenbird","Seiurus aurocapilla",2005,8,"chatham",11,1000
"9526","Ovenbird","Seiurus aurocapilla",2005,9,"chatham",5,-54.5454545454545
"9527","Ovenbird","Seiurus aurocapilla",2005,10,"chatham",2,-60
"9528","Ovenbird","Seiurus aurocapilla",2005,11,"chatham",8,300
"9529","Ovenbird","Seiurus aurocapilla",2005,12,"chatham",3,-62.5
"9530","Ovenbird","Seiurus aurocapilla",2005,14,"chatham",2,-33.3333333333333
"9531","Ovenbird","Seiurus aurocapilla",2006,1,"chatham",7,250
"9532","Ovenbird","Seiurus aurocapilla",2006,2,"chatham",5,-28.5714285714286
"9533","Ovenbird","Seiurus aurocapilla",2006,4,"chatham",1,-80
"9534","Ovenbird","Seiurus aurocapilla",2006,5,"chatham",3,200
"9535","Ovenbird","Seiurus aurocapilla",2006,6,"chatham",1,-66.6666666666667
"9536","Ovenbird","Seiurus aurocapilla",2006,7,"chatham",2,100
"9537","Ovenbird","Seiurus aurocapilla",2006,8,"chatham",4,100
"9538","Ovenbird","Seiurus aurocapilla",2006,9,"chatham",5,25
"9539","Ovenbird","Seiurus aurocapilla",2006,10,"chatham",2,-60
"9540","Ovenbird","Seiurus aurocapilla",2006,11,"chatham",6,200
"9541","Ovenbird","Seiurus aurocapilla",2006,12,"chatham",2,-66.6666666666667
"9542","Ovenbird","Seiurus aurocapilla",2006,14,"chatham",1,-50
"9543","Ovenbird","Seiurus aurocapilla",2007,1,"chatham",6,500
"9544","Ovenbird","Seiurus aurocapilla",2007,2,"chatham",1,-83.3333333333333
"9545","Ovenbird","Seiurus aurocapilla",2007,3,"chatham",5,400
"9546","Ovenbird","Seiurus aurocapilla",2007,4,"chatham",5,0
"9547","Ovenbird","Seiurus aurocapilla",2007,5,"chatham",3,-40
"9548","Ovenbird","Seiurus aurocapilla",2007,6,"chatham",1,-66.6666666666667
"9549","Ovenbird","Seiurus aurocapilla",2007,7,"chatham",4,300
"9550","Ovenbird","Seiurus aurocapilla",2007,8,"chatham",2,-50
"9551","Ovenbird","Seiurus aurocapilla",2007,9,"chatham",3,50
"9552","Ovenbird","Seiurus aurocapilla",2007,10,"chatham",2,-33.3333333333333
"9553","Ovenbird","Seiurus aurocapilla",2007,11,"chatham",3,50
"9554","Ovenbird","Seiurus aurocapilla",2007,12,"chatham",2,-33.3333333333333
"9555","Ovenbird","Seiurus aurocapilla",2008,1,"chatham",5,150
"9556","Ovenbird","Seiurus aurocapilla",2008,2,"chatham",3,-40
"9557","Ovenbird","Seiurus aurocapilla",2008,3,"chatham",3,0
"9558","Ovenbird","Seiurus aurocapilla",2008,4,"chatham",4,33.3333333333333
"9559","Ovenbird","Seiurus aurocapilla",2008,6,"chatham",1,-75
"9560","Ovenbird","Seiurus aurocapilla",2008,7,"chatham",7,600
"9561","Ovenbird","Seiurus aurocapilla",2008,8,"chatham",5,-28.5714285714286
"9562","Ovenbird","Seiurus aurocapilla",2008,9,"chatham",3,-40
"9563","Ovenbird","Seiurus aurocapilla",2008,10,"chatham",2,-33.3333333333333
"9564","Ovenbird","Seiurus aurocapilla",2008,11,"chatham",6,200
"9565","Ovenbird","Seiurus aurocapilla",2008,12,"chatham",3,-50
"9566","Ovenbird","Seiurus aurocapilla",2008,13,"chatham",1,-66.6666666666667
"9567","Ovenbird","Seiurus aurocapilla",2009,1,"chatham",5,400
"9568","Ovenbird","Seiurus aurocapilla",2009,2,"chatham",2,-60
"9569","Ovenbird","Seiurus aurocapilla",2009,3,"chatham",5,150
"9570","Ovenbird","Seiurus aurocapilla",2009,4,"chatham",3,-40
"9571","Ovenbird","Seiurus aurocapilla",2009,5,"chatham",4,33.3333333333333
"9572","Ovenbird","Seiurus aurocapilla",2009,6,"chatham",1,-75
"9573","Ovenbird","Seiurus aurocapilla",2009,7,"chatham",4,300
"9574","Ovenbird","Seiurus aurocapilla",2009,8,"chatham",4,0
"9575","Ovenbird","Seiurus aurocapilla",2009,9,"chatham",4,0
"9576","Ovenbird","Seiurus aurocapilla",2009,11,"chatham",3,-25
"9577","Ovenbird","Seiurus aurocapilla",2009,12,"chatham",4,33.3333333333333
"9578","Ovenbird","Seiurus aurocapilla",2009,14,"chatham",1,-75
"9579","Ovenbird","Seiurus aurocapilla",2010,1,"chatham",5,400
"9580","Ovenbird","Seiurus aurocapilla",2010,2,"chatham",4,-20
"9581","Ovenbird","Seiurus aurocapilla",2010,3,"chatham",3,-25
"9582","Ovenbird","Seiurus aurocapilla",2010,4,"chatham",3,0
"9583","Ovenbird","Seiurus aurocapilla",2010,5,"chatham",8,166.666666666667
"9584","Ovenbird","Seiurus aurocapilla",2010,6,"chatham",1,-87.5
"9585","Ovenbird","Seiurus aurocapilla",2010,7,"chatham",6,500
"9586","Ovenbird","Seiurus aurocapilla",2010,8,"chatham",8,33.3333333333333
"9587","Ovenbird","Seiurus aurocapilla",2010,9,"chatham",4,-50
"9588","Ovenbird","Seiurus aurocapilla",2010,11,"chatham",4,0
"9589","Ovenbird","Seiurus aurocapilla",2010,13,"chatham",2,-50
"9590","Ovenbird","Seiurus aurocapilla",2011,1,"chatham",2,0
"9591","Ovenbird","Seiurus aurocapilla",2011,2,"chatham",3,50
"9592","Ovenbird","Seiurus aurocapilla",2011,3,"chatham",7,133.333333333333
"9593","Ovenbird","Seiurus aurocapilla",2011,4,"chatham",3,-57.1428571428571
"9594","Ovenbird","Seiurus aurocapilla",2011,7,"chatham",3,0
"9595","Ovenbird","Seiurus aurocapilla",2011,8,"chatham",4,33.3333333333333
"9596","Ovenbird","Seiurus aurocapilla",2011,9,"chatham",3,-25
"9597","Ovenbird","Seiurus aurocapilla",2011,10,"chatham",1,-66.6666666666667
"9598","Ovenbird","Seiurus aurocapilla",2011,11,"chatham",4,300
"9599","Ovenbird","Seiurus aurocapilla",2011,13,"chatham",1,-75
"9600","Ovenbird","Seiurus aurocapilla",2012,1,"chatham",5,400
"9601","Ovenbird","Seiurus aurocapilla",2012,2,"chatham",3,-40
"9602","Ovenbird","Seiurus aurocapilla",2012,3,"chatham",3,0
"9603","Ovenbird","Seiurus aurocapilla",2012,4,"chatham",4,33.3333333333333
"9604","Ovenbird","Seiurus aurocapilla",2012,5,"chatham",3,-25
"9605","Ovenbird","Seiurus aurocapilla",2012,7,"chatham",6,100
"9606","Ovenbird","Seiurus aurocapilla",2012,8,"chatham",6,0
"9607","Ovenbird","Seiurus aurocapilla",2012,9,"chatham",2,-66.6666666666667
"9608","Ovenbird","Seiurus aurocapilla",2012,10,"chatham",4,100
"9609","Ovenbird","Seiurus aurocapilla",2013,1,"chatham",12,200
"9610","Ovenbird","Seiurus aurocapilla",2013,2,"chatham",6,-50
"9611","Ovenbird","Seiurus aurocapilla",2013,3,"chatham",3,-50
"9612","Ovenbird","Seiurus aurocapilla",2013,4,"chatham",3,0
"9613","Ovenbird","Seiurus aurocapilla",2013,5,"chatham",8,166.666666666667
"9614","Ovenbird","Seiurus aurocapilla",2013,7,"chatham",9,12.5
"9615","Ovenbird","Seiurus aurocapilla",2013,8,"chatham",2,-77.7777777777778
"9616","Ovenbird","Seiurus aurocapilla",2013,9,"chatham",1,-50
"9617","Ovenbird","Seiurus aurocapilla",2013,11,"chatham",1,0
"9618","Ovenbird","Seiurus aurocapilla",2013,13,"chatham",1,0
"9619","Ovenbird","Seiurus aurocapilla",2014,1,"chatham",9,800
"9620","Ovenbird","Seiurus aurocapilla",2014,2,"chatham",7,-22.2222222222222
"9621","Ovenbird","Seiurus aurocapilla",2014,3,"chatham",1,-85.7142857142857
"9622","Ovenbird","Seiurus aurocapilla",2014,4,"chatham",10,900
"9623","Ovenbird","Seiurus aurocapilla",2014,5,"chatham",4,-60
"9624","Ovenbird","Seiurus aurocapilla",2014,7,"chatham",2,-50
"9625","Ovenbird","Seiurus aurocapilla",2014,8,"chatham",1,-50
"9626","Ovenbird","Seiurus aurocapilla",2014,9,"chatham",8,700
"9627","Ovenbird","Seiurus aurocapilla",2014,13,"chatham",1,-87.5
"9628","Ovenbird","Seiurus aurocapilla",2014,14,"chatham",4,300
"9629","Ovenbird","Seiurus aurocapilla",2015,1,"chatham",6,50
"9630","Ovenbird","Seiurus aurocapilla",2015,2,"chatham",6,0
"9631","Ovenbird","Seiurus aurocapilla",2015,3,"chatham",5,-16.6666666666667
"9632","Ovenbird","Seiurus aurocapilla",2015,4,"chatham",3,-40
"9633","Ovenbird","Seiurus aurocapilla",2015,5,"chatham",3,0
"9634","Ovenbird","Seiurus aurocapilla",2015,7,"chatham",6,100
"9635","Ovenbird","Seiurus aurocapilla",2015,8,"chatham",1,-83.3333333333333
"9636","Ovenbird","Seiurus aurocapilla",2015,9,"chatham",1,0
"9637","Ovenbird","Seiurus aurocapilla",2015,10,"chatham",1,0
"9638","Ovenbird","Seiurus aurocapilla",2015,13,"chatham",1,0
"9639","Ovenbird","Seiurus aurocapilla",2015,14,"chatham",1,0
"9640","Ovenbird","Seiurus aurocapilla",2016,1,"chatham",9,800
"9641","Ovenbird","Seiurus aurocapilla",2016,2,"chatham",6,-33.3333333333333
"9642","Ovenbird","Seiurus aurocapilla",2016,3,"chatham",4,-33.3333333333333
"9643","Ovenbird","Seiurus aurocapilla",2016,4,"chatham",4,0
"9644","Ovenbird","Seiurus aurocapilla",2016,5,"chatham",4,0
"9645","Ovenbird","Seiurus aurocapilla",2016,7,"chatham",6,50
"9646","Ovenbird","Seiurus aurocapilla",2016,8,"chatham",4,-33.3333333333333
"9647","Ovenbird","Seiurus aurocapilla",2016,9,"chatham",4,0
"9648","Ovenbird","Seiurus aurocapilla",2016,10,"chatham",1,-75
"9649","Ovenbird","Seiurus aurocapilla",2016,11,"chatham",2,100
"9650","Ovenbird","Seiurus aurocapilla",2016,13,"chatham",1,-50
"9651","Ovenbird","Seiurus aurocapilla",2017,1,"chatham",13,1200
"9652","Ovenbird","Seiurus aurocapilla",2017,2,"chatham",6,-53.8461538461538
"9653","Ovenbird","Seiurus aurocapilla",2017,3,"chatham",1,-83.3333333333333
"9654","Ovenbird","Seiurus aurocapilla",2017,4,"chatham",7,600
"9655","Ovenbird","Seiurus aurocapilla",2017,5,"chatham",3,-57.1428571428571
"9656","Ovenbird","Seiurus aurocapilla",2017,7,"chatham",3,0
"9657","Ovenbird","Seiurus aurocapilla",2017,8,"chatham",4,33.3333333333333
"9658","Ovenbird","Seiurus aurocapilla",2017,9,"chatham",6,50
"9659","Ovenbird","Seiurus aurocapilla",2017,10,"chatham",2,-66.6666666666667
"9660","Ovenbird","Seiurus aurocapilla",2017,12,"chatham",1,-50
"9661","Ovenbird","Seiurus aurocapilla",2018,1,"chatham",5,400
"9662","Ovenbird","Seiurus aurocapilla",2018,2,"chatham",3,-40
"9663","Ovenbird","Seiurus aurocapilla",2018,3,"chatham",2,-33.3333333333333
"9664","Ovenbird","Seiurus aurocapilla",2018,4,"chatham",3,50
"9665","Ovenbird","Seiurus aurocapilla",2018,5,"chatham",2,-33.3333333333333
"9666","Ovenbird","Seiurus aurocapilla",2018,6,"chatham",2,0
"9667","Ovenbird","Seiurus aurocapilla",2018,7,"chatham",7,250
"9668","Ovenbird","Seiurus aurocapilla",2018,10,"chatham",1,-85.7142857142857
"9669","Ovenbird","Seiurus aurocapilla",2018,13,"chatham",1,0
"9670","Ovenbird","Seiurus aurocapilla",2019,1,"chatham",7,600
"9671","Ovenbird","Seiurus aurocapilla",2019,2,"chatham",2,-71.4285714285714
"9672","Ovenbird","Seiurus aurocapilla",2019,3,"chatham",1,-50
"9673","Ovenbird","Seiurus aurocapilla",2019,4,"chatham",7,600
"9674","Ovenbird","Seiurus aurocapilla",2019,5,"chatham",1,-85.7142857142857
"9675","Ovenbird","Seiurus aurocapilla",2019,6,"chatham",1,0
"9676","Ovenbird","Seiurus aurocapilla",2019,7,"chatham",9,800
"9677","Ovenbird","Seiurus aurocapilla",2019,8,"chatham",6,-33.3333333333333
"9678","Ovenbird","Seiurus aurocapilla",2019,9,"chatham",1,-83.3333333333333
"9679","Ovenbird","Seiurus aurocapilla",2019,10,"chatham",2,100
"9680","Ovenbird","Seiurus aurocapilla",2019,12,"chatham",2,0
"9681","Ovenbird","Seiurus aurocapilla",2019,13,"chatham",1,-50
"9682","Ovenbird","Seiurus aurocapilla",2020,1,"chatham",3,200
"9683","Ovenbird","Seiurus aurocapilla",2020,2,"chatham",5,66.6666666666667
"9684","Ovenbird","Seiurus aurocapilla",2020,3,"chatham",1,-80
"9685","Ovenbird","Seiurus aurocapilla",2020,4,"chatham",2,100
"9686","Ovenbird","Seiurus aurocapilla",2020,5,"chatham",1,-50
"9687","Ovenbird","Seiurus aurocapilla",2020,7,"chatham",6,500
"9688","Ovenbird","Seiurus aurocapilla",2020,8,"chatham",8,33.3333333333333
"9689","Ovenbird","Seiurus aurocapilla",2020,9,"chatham",2,-75
"9690","Ovenbird","Seiurus aurocapilla",2020,11,"chatham",5,150
"9691","Ovenbird","Seiurus aurocapilla",2020,12,"chatham",3,-40
"9692","Ovenbird","Seiurus aurocapilla",2020,13,"chatham",1,-66.6666666666667
"9693","Ovenbird","Seiurus aurocapilla",2020,14,"chatham",2,100
"9694","Ovenbird","Seiurus aurocapilla",2021,1,"chatham",4,100
"9695","Ovenbird","Seiurus aurocapilla",2021,2,"chatham",5,25
"9696","Ovenbird","Seiurus aurocapilla",2021,3,"chatham",5,0
"9697","Ovenbird","Seiurus aurocapilla",2021,4,"chatham",6,20
"9698","Ovenbird","Seiurus aurocapilla",2021,5,"chatham",3,-50
"9699","Ovenbird","Seiurus aurocapilla",2021,6,"chatham",2,-33.3333333333333
"9700","Ovenbird","Seiurus aurocapilla",2021,7,"chatham",4,100
"9701","Ovenbird","Seiurus aurocapilla",2021,8,"chatham",4,0
"9702","Ovenbird","Seiurus aurocapilla",2021,12,"chatham",5,25
"9703","Ovenbird","Seiurus aurocapilla",2021,14,"chatham",3,-40
"9704","Ovenbird","Seiurus aurocapilla",2022,1,"chatham",7,133.333333333333
"9705","Ovenbird","Seiurus aurocapilla",2022,2,"chatham",3,-57.1428571428571
"9706","Ovenbird","Seiurus aurocapilla",2022,3,"chatham",4,33.3333333333333
"9707","Ovenbird","Seiurus aurocapilla",2022,4,"chatham",6,50
"9708","Ovenbird","Seiurus aurocapilla",2022,5,"chatham",1,-83.3333333333333
"9709","Ovenbird","Seiurus aurocapilla",2022,6,"chatham",2,100
"9710","Ovenbird","Seiurus aurocapilla",2022,7,"chatham",3,50
"9711","Ovenbird","Seiurus aurocapilla",2022,8,"chatham",10,233.333333333333
"9712","Ovenbird","Seiurus aurocapilla",2022,9,"chatham",3,-70
"9713","Ovenbird","Seiurus aurocapilla",2022,11,"chatham",4,33.3333333333333
"9714","Ovenbird","Seiurus aurocapilla",2022,12,"chatham",2,-50
"9715","Ovenbird","Seiurus aurocapilla",2022,13,"chatham",1,-50
"9716","Ovenbird","Seiurus aurocapilla",2022,14,"chatham",1,0
"9717","Ovenbird","Seiurus aurocapilla",2023,1,"chatham",1,0
"9718","Ovenbird","Seiurus aurocapilla",2023,2,"chatham",2,100
"9719","Ovenbird","Seiurus aurocapilla",2023,3,"chatham",2,0
"9720","Ovenbird","Seiurus aurocapilla",2023,4,"chatham",7,250
"9721","Ovenbird","Seiurus aurocapilla",2023,5,"chatham",3,-57.1428571428571
"9722","Ovenbird","Seiurus aurocapilla",2023,6,"chatham",2,-33.3333333333333
"9723","Ovenbird","Seiurus aurocapilla",2023,7,"chatham",4,100
"9724","Ovenbird","Seiurus aurocapilla",2023,8,"chatham",7,75
"9725","Ovenbird","Seiurus aurocapilla",2023,9,"chatham",7,0
"9726","Ovenbird","Seiurus aurocapilla",2023,10,"chatham",2,-71.4285714285714
"9727","Ovenbird","Seiurus aurocapilla",2023,11,"chatham",4,100
"9728","Ovenbird","Seiurus aurocapilla",2023,12,"chatham",2,-50
"9729","Ovenbird","Seiurus aurocapilla",2023,13,"chatham",1,-50
"9730","Ovenbird","Seiurus aurocapilla",2023,14,"chatham",1,0
"9731","Pileated Woodpecker","Dryocopus pileatus",2000,1,"chatham",2,NA
"9732","Pileated Woodpecker","Dryocopus pileatus",2000,7,"chatham",1,NA
"9733","Pileated Woodpecker","Dryocopus pileatus",2001,1,"chatham",2,100
"9734","Pileated Woodpecker","Dryocopus pileatus",2001,2,"chatham",1,-50
"9735","Pileated Woodpecker","Dryocopus pileatus",2001,7,"chatham",2,100
"9736","Pileated Woodpecker","Dryocopus pileatus",2001,9,"chatham",1,-50
"9737","Pileated Woodpecker","Dryocopus pileatus",2001,14,"chatham",1,0
"9738","Pileated Woodpecker","Dryocopus pileatus",2002,1,"chatham",3,200
"9739","Pileated Woodpecker","Dryocopus pileatus",2002,7,"chatham",2,-33.3333333333333
"9740","Pileated Woodpecker","Dryocopus pileatus",2002,9,"chatham",1,-50
"9741","Pileated Woodpecker","Dryocopus pileatus",2002,11,"chatham",1,0
"9742","Pileated Woodpecker","Dryocopus pileatus",2003,1,"chatham",3,200
"9743","Pileated Woodpecker","Dryocopus pileatus",2003,2,"chatham",1,-66.6666666666667
"9744","Pileated Woodpecker","Dryocopus pileatus",2003,3,"chatham",1,0
